"Occupation","Annual_Income","Monthly_Inhand_Salary","Num_Bank_Accounts","Num_Credit_Card","Interest_Rate","Num_of_Loan","Delay_from_due_date","Num_of_Delayed_Payment","Changed_Credit_Limit","Num_Credit_Inquiries","Credit_Mix","Outstanding_Debt","Credit_Utilization_Ratio","Payment_of_Min_Amount","Credit_Score"
"1",40445.44,3152.45,8,6,33,6,51,22,19.06,11,"0",3484.72,29.46,"1","0"
"1",40445.44,3152.45,8,6,33,6,51,22,19.06,11,"0",3484.72,31.09,"1","1"
"1",40445.44,3152.45,8,6,33,6,51,22,19.06,11,"0",3484.72,28.43,"1","0"
"1",40445.44,3152.45,8,6,33,6,51,22,19.06,11,"0",3484.72,30.98,"1","0"
"1",40445.44,3152.45,8,6,33,6,51,22,19.06,11,"0",3484.72,33.77,"1","0"
"1",40445.44,3152.45,8,6,33,6,51,22,19.06,14,"0",3484.72,22.83,"1","0"
"1",106002.32,8974.53,4,4,13,4,16,17,8.64,0,"1",332.47,33.07,"0","1"
"1",106002.32,8974.53,4,4,13,4,16,19,8.64,0,"1",332.47,40.62,"0","1"
"1",106002.32,8974.53,4,4,13,4,12,17,8.64,0,"1",332.47,34.4,"0","1"
"1",106002.32,8974.53,4,4,13,4,16,17,8.64,0,"1",332.47,26.07,"0","1"
"0",98436.6,8079.05,8,6,10,0,32,15,10.28,3,"2",329.72,36.61,"0","2"
"0",73434.92,5849.58,1,5,5,4,11,3,11.93,0,"2",192.45,34.84,"0","1"
"0",73434.92,5849.58,1,5,5,4,10,4,11.93,0,"2",192.45,25.47,"0","1"
"0",73434.92,5849.58,1,5,5,4,6,3,11.93,0,"2",192.45,33.73,"0","1"
"2",7604.19,612.68,9,10,32,3,45,16,4.63,10,"1",1829.92,35.19,"1","0"
"2",7604.19,612.68,9,10,32,3,47,16,7.63,10,"1",1829.92,38.03,"1","0"
"2",7604.19,612.68,9,10,32,3,49,16,14.63,10,"1",1829.92,27.52,"1","1"
"2",7604.19,612.68,9,10,32,3,47,18,7.63,10,"1",1829.92,33.42,"1","0"
"2",7604.19,612.68,9,10,32,3,45,16,7.63,10,"1",1829.92,40.27,"1","1"
"0",29605.9,2579.16,8,6,16,3,21,11,18.62,3,"1",786.55,31.2,"1","1"
"0",29605.9,2579.16,8,6,16,3,21,7,18.62,3,"1",786.55,25.35,"1","1"
"0",29605.9,2579.16,8,6,16,3,21,8,23.62,3,"1",786.55,37.38,"1","1"
"0",29605.9,2579.16,8,6,16,3,21,8,18.62,8,"1",786.55,38.96,"1","1"
"0",29605.9,2579.16,8,6,16,3,21,8,21.62,8,"1",786.55,27.74,"1","1"
"0",29605.9,2579.16,8,6,16,3,21,8,18.62,8,"1",786.55,39.51,"1","1"
"0",29605.9,2579.16,8,6,16,3,16,8,18.62,8,"1",786.55,36.56,"1","1"
"2",20660.16,1995.68,1,1,1,2,1,9,6.59,3,"2",542.16,33.89,"0","2"
"2",20660.16,1995.68,1,1,1,2,1,11,6.59,3,"2",542.16,39.33,"0","2"
"2",20660.16,1995.68,1,1,1,2,1,9,6.59,3,"2",542.16,25.29,"0","1"
"2",20660.16,1995.68,1,1,1,2,1,10,6.59,4,"2",542.16,41.39,"0","2"
"2",20660.16,1995.68,1,1,1,2,1,9,6.59,4,"2",542.16,30.74,"0","2"
"2",20660.16,1995.68,1,1,1,2,3,9,6.59,4,"2",542.16,30.99,"0","1"
"2",20660.16,1995.68,1,1,1,2,1,9,6.59,4,"2",542.16,36.81,"0","2"
"1",40019,3401.92,2,1,2,4,1,4,3.58,2,"2",1445.81,29.55,"0","2"
"1",40019,3401.92,2,1,2,4,1,5,-3.42,2,"2",1445.81,27.12,"0","1"
"1",40019,3401.92,2,1,2,4,1,4,3.58,2,"2",1445.81,35.25,"0","2"
"1",40019,3401.92,2,1,2,4,1,3,3.58,6,"2",1445.81,27.07,"0","2"
"1",40019,3401.92,2,1,2,4,4,4,3.58,6,"2",1445.81,25.57,"0","2"
"1",40019,3401.92,2,1,2,4,1,4,3.58,6,"2",1445.81,34.6,"0","1"
"1",15399.52,1438.29,4,3,18,1,25,17,18.03,1,"1",556.93,28.85,"1","1"
"1",15399.52,1438.29,4,3,18,1,25,17,11.03,1,"1",556.93,26.04,"1","1"
"1",15399.52,1438.29,4,3,18,1,29,17,18.03,2,"1",556.93,39.99,"1","1"
"1",15399.52,1438.29,4,3,18,1,30,16,18.03,2,"1",556.93,35.96,"1","1"
"1",15399.52,1438.29,4,3,18,1,29,14,18.03,2,"1",556.93,28.18,"1","1"
"1",15399.52,1438.29,4,3,18,1,25,14,18.03,2,"1",556.93,31.89,"1","1"
"1",15399.52,1438.29,4,3,18,1,25,17,25.03,2,"1",556.93,31.46,"1","2"
"1",15399.52,1438.29,4,3,18,1,28,17,16.03,2,"1",556.93,22.68,"1","1"
"2",14366.56,1211.21,1,2,3,1,8,6,11.48,2,"2",411.98,38.65,"0","2"
"2",14366.56,1211.21,1,2,3,1,8,6,4.48,5,"2",411.98,30.76,"0","2"
"2",14366.56,1211.21,1,2,3,1,8,6,4.48,5,"2",411.98,30.99,"0","2"
"2",14366.56,1211.21,1,2,3,1,11,6,4.48,5,"2",411.98,35.2,"0","2"
"2",14366.56,1085.36,1,2,3,1,8,9,4.48,5,"2",411.98,26.17,"0","2"
"2",14366.56,1085.36,1,2,3,1,8,6,4.48,5,"2",411.98,29.1,"0","1"
"2",14366.56,1085.36,1,2,3,1,8,6,4.48,5,"2",411.98,37.53,"0","2"
"1",10967.74,738.98,5,6,5,0,9,15,19.36,0,"1",1314.16,29.46,"1","1"
"1",10967.74,738.98,5,6,5,0,9,18,19.36,0,"1",1314.16,32.24,"1","1"
"1",10967.74,738.98,5,6,5,0,9,17,18.36,0,"1",1314.16,35.42,"1","1"
"1",10967.74,738.98,5,6,5,0,9,18,19.36,0,"1",1314.16,26.34,"1","1"
"1",10967.74,738.98,5,6,5,0,9,19,19.36,0,"1",1314.16,37.89,"1","1"
"1",10967.74,738.98,5,6,5,0,12,18,19.36,0,"1",1314.16,24.27,"1","1"
"1",10967.74,738.98,5,6,5,0,9,18,19.36,0,"1",1314.16,35.69,"1","2"
"1",10967.74,738.98,5,6,5,0,9,15,19.36,0,"1",1314.16,25.02,"1","1"
"0",22918.52,1840.88,6,5,18,5,18,8,11.94,4,"1",454.45,33.43,"1","1"
"0",22918.52,1840.88,6,5,18,5,18,11,9.94,4,"1",454.45,23.01,"1","1"
"0",22918.52,1840.88,6,5,18,5,18,11,14.94,4,"1",454.45,38.06,"1","1"
"0",22918.52,1840.88,6,5,18,5,23,11,18.94,4,"1",454.45,37.86,"1","1"
"0",22918.52,1840.88,6,5,18,5,18,8,14.94,4,"1",454.45,32.8,"1","1"
"0",22918.52,1840.88,6,5,18,5,18,10,14.94,4,"1",454.45,30.06,"1","1"
"0",22918.52,1840.88,6,5,18,5,18,10,21.94,4,"1",454.45,26.53,"1","1"
"0",70481.19,5584.43,8,5,16,0,26,10,9.75,4,"1",1087.1,33.59,"1","1"
"0",70481.19,5584.43,8,5,16,0,25,10,5.75,4,"1",1087.1,30.75,"1","1"
"0",70481.19,5584.43,8,5,16,0,31,10,2.75,4,"1",1087.1,27.97,"1","1"
"0",70481.19,5584.43,8,5,16,0,26,10,8.75,4,"1",1087.1,27.01,"1","1"
"0",70481.19,5584.43,8,5,16,0,26,10,5.75,4,"1",1087.1,24.33,"1","1"
"0",70481.19,5584.43,8,5,16,0,23,10,5.75,4,"1",1087.1,39.89,"1","1"
"0",70481.19,5584.43,8,5,16,0,29,10,12.75,4,"1",1087.1,38.8,"1","0"
"0",70481.19,5584.43,8,5,16,0,26,10,5.75,4,"1",1087.1,37.12,"1","0"
"1",73639.72,6119.64,6,7,18,0,28,15,15.06,3,"1",1433.03,38.88,"1","1"
"1",73639.72,6119.64,6,7,18,0,28,14,15.06,3,"1",1433.03,27.77,"1","1"
"1",73639.72,6119.64,6,7,18,0,33,10,15.06,3,"1",1433.03,36.48,"1","1"
"1",73639.72,6119.64,6,7,18,0,28,13,15.06,3,"1",1433.03,40.65,"1","1"
"2",31500.55,2665.05,1,4,6,0,9,11,4.79,1,"2",861.13,35.1,"0","1"
"2",31500.55,2665.05,1,4,6,0,10,11,4.79,1,"2",861.13,23.72,"0","1"
"2",31500.55,2665.05,1,4,6,0,14,11,4.79,1,"2",861.13,35.39,"0","1"
"2",31500.55,2665.05,1,4,6,0,8,10,4.79,1,"2",861.13,34.85,"0","0"
"2",31500.55,2665.05,1,4,6,0,7,12,4.79,1,"2",861.13,30.78,"0","0"
"2",31500.55,2665.05,1,4,6,0,10,8,4.79,1,"2",861.13,31.48,"0","0"
"2",31500.55,2665.05,1,4,6,0,11,11,4.79,4,"2",861.13,36.13,"0","1"
"2",31500.55,2665.05,1,4,6,0,10,11,4.79,4,"2",861.13,39.86,"0","1"
"0",17443.94,1714.66,10,10,21,5,42,20,26.69,7,"0",2816.57,34.06,"1","1"
"0",17443.94,1714.66,10,10,21,5,46,23,21.69,7,"0",2816.57,34.18,"1","1"
"0",17443.94,1714.66,10,10,21,5,42,22,21.69,7,"0",2816.57,39.85,"1","1"
"0",17443.94,1714.66,10,10,21,5,42,22,21.69,7,"0",2816.57,32.91,"1","1"
"0",17443.94,1714.66,10,10,21,5,42,22,21.69,7,"0",2816.57,37.56,"1","1"
"0",17443.94,1714.66,10,10,21,5,42,22,21.69,7,"0",2816.57,35.52,"1","1"
"0",17443.94,1714.66,10,10,21,5,42,22,21.69,7,"0",2816.57,34.85,"1","1"
"1",67059.18,5398.26,8,6,18,4,19,17,15.57,8,"1",255.76,29.62,"1","1"
"1",67059.18,5398.26,8,6,18,4,19,17,11.57,8,"1",255.76,33.8,"1","1"
"1",67059.18,5398.26,8,6,18,4,19,17,11.57,8,"1",255.76,25.04,"1","1"
"1",67059.18,5398.26,8,6,18,4,19,17,11.57,8,"1",255.76,30.06,"1","1"
"1",67059.18,5398.26,8,6,18,4,23,17,11.57,8,"1",255.76,24.36,"1","2"
"2",28501.86,2395.16,4,2,10,2,7,0,10.78,0,"2",1045.3,33.31,"0","2"
"2",28501.86,2395.16,4,2,10,2,9,0,10.78,0,"2",1045.3,39.85,"0","2"
"2",28501.86,2395.16,4,2,10,2,5,0,10.78,0,"2",1045.3,26.49,"0","2"
"2",28501.86,2395.16,4,2,10,2,5,1,10.78,0,"2",1045.3,32.71,"0","2"
"2",28501.86,2395.16,4,2,10,2,0,0,5.78,0,"2",1045.3,26.85,"0","2"
"2",28501.86,2395.16,4,2,10,2,9,0,10.78,0,"2",1045.3,34.15,"0","2"
"2",28501.86,2395.16,4,2,10,2,2,0,10.78,0,"2",1045.3,27.44,"0","2"
"2",28501.86,2395.16,4,2,10,2,5,0,10.78,0,"2",1045.3,25.99,"0","2"
"1",14066.87,1272.24,2,4,1,2,11,4,6.42,3,"2",805.77,27.13,"0","1"
"1",14066.87,1272.24,2,4,1,2,11,2,6.42,3,"2",805.77,37.66,"0","1"
"1",14066.87,1272.24,2,4,1,2,11,2,6.42,3,"2",805.77,30.14,"0","1"
"1",14066.87,1272.24,2,4,1,2,10,0,6.42,3,"2",805.77,37.95,"0","2"
"1",14066.87,1272.24,2,4,1,2,11,2,6.42,3,"2",805.77,32.85,"0","1"
"1",14066.87,1272.24,2,4,1,2,15,2,11.42,3,"2",805.77,34.44,"0","1"
"0",10025.2,1089.43,10,10,21,7,23,14,16.88,12,"1",1409.58,36.61,"1","0"
"0",10025.2,1089.43,10,10,21,7,23,14,16.88,12,"1",1409.58,28.83,"1","0"
"0",10025.2,1089.43,10,10,21,7,27,11,16.88,12,"1",1409.58,36.18,"1","0"
"0",10025.2,1089.43,10,10,21,7,23,14,16.88,12,"1",1409.58,27.18,"1","0"
"0",10025.2,1089.43,10,10,21,7,23,14,16.88,12,"1",1409.58,33.96,"1","0"
"1",26670.7,1996.56,5,4,5,3,6,13,19.96,5,"1",502.35,38.35,"1","1"
"1",26670.7,1996.56,5,4,5,3,6,13,19.96,5,"1",502.35,27.65,"1","1"
"1",26670.7,1996.56,5,4,5,3,6,13,19.96,5,"1",502.35,27.41,"1","1"
"1",26670.7,1996.56,5,4,5,3,6,13,19.96,5,"1",502.35,34.26,"1","1"
"1",26670.7,1996.56,5,4,5,3,6,13,19.96,5,"1",502.35,37.74,"1","1"
"1",26670.7,1996.56,5,4,5,3,6,13,19.96,5,"1",502.35,38.66,"1","1"
"1",26670.7,1996.56,5,4,5,3,6,13,19.96,5,"1",502.35,32.34,"1","1"
"1",26670.7,1996.56,5,4,5,3,6,13,15.96,5,"1",502.35,30.73,"1","1"
"0",35361.27,3112.77,4,6,7,0,9,2,5.91,3,"2",982.38,35.49,"0","1"
"0",35361.27,3112.77,4,6,7,0,9,4,5.91,3,"2",982.38,36.75,"0","1"
"0",35361.27,3112.77,4,6,7,0,9,4,5.91,5,"2",982.38,39.33,"0","1"
"0",35361.27,3112.77,4,6,7,0,9,4,5.91,5,"2",982.38,30.36,"0","1"
"0",35361.27,3112.77,4,6,7,0,9,4,5.91,5,"2",982.38,26.42,"0","1"
"0",35361.27,3112.77,4,6,7,0,14,2,5.91,5,"2",982.38,33.25,"0","1"
"1",65937.12,5465.76,5,5,12,2,24,14,8.46,2,"2",1256.89,38.13,"0","2"
"1",65937.12,5465.76,5,5,12,2,24,12,8.46,2,"2",1256.89,38.74,"0","2"
"1",65937.12,5465.76,5,5,12,2,24,10,8.46,2,"2",1256.89,29.03,"0","2"
"1",65937.12,5465.76,5,5,12,2,22,9,8.46,2,"2",1256.89,33.82,"0","2"
"1",65937.12,5465.76,5,5,12,2,24,13,8.46,2,"2",1256.89,37.34,"0","2"
"2",60078.27,4758.52,5,7,11,4,12,9,12.72,6,"1",2198.8,25.85,"1","0"
"2",60078.27,4758.52,5,7,11,4,10,6,7.72,9,"1",2198.8,31.79,"1","0"
"2",60078.27,4758.52,5,7,11,4,8,9,7.72,9,"1",2198.8,37.61,"1","0"
"2",60078.27,4758.52,5,7,11,4,11,9,12.72,9,"1",2198.8,38.71,"1","0"
"2",60078.27,4758.52,5,7,11,4,8,9,7.72,9,"1",2198.8,39.55,"1","0"
"2",60078.27,4758.52,5,7,11,4,13,11,7.72,9,"1",2198.8,38.75,"1","0"
"2",29146.6,2561.88,4,3,12,2,7,7,2.79,3,"2",179.48,37.87,"0","2"
"2",29146.6,2561.88,4,3,12,2,7,8,2.79,3,"2",179.48,36.39,"0","2"
"2",29146.6,2561.88,4,3,12,2,3,9,2.79,3,"2",179.48,36.76,"0","2"
"2",29146.6,2561.88,4,3,12,2,7,12,5.79,3,"2",179.48,26.85,"0","2"
"2",29146.6,2561.88,4,3,12,2,8,12,2.79,3,"2",179.48,28.87,"0","2"
"2",29146.6,2561.88,4,3,12,2,7,11,2.79,3,"2",179.48,40.08,"0","2"
"2",29146.6,2561.88,4,3,12,2,7,9,2.79,7,"2",179.48,38.63,"0","1"
"2",29146.6,2561.88,4,3,12,2,7,9,2.79,7,"2",179.48,35.06,"0","1"
"0",27007.19,2193.6,3,7,20,0,16,10,16.24,5,"1",189,29.97,"1","1"
"0",27007.19,2193.6,3,7,20,0,14,10,16.24,5,"1",189,34.19,"1","1"
"0",27007.19,2193.6,3,7,20,0,14,10,16.24,5,"1",189,28.38,"1","1"
"0",27007.19,2193.6,3,7,20,0,14,10,16.24,5,"1",189,38.51,"1","1"
"0",27007.19,2193.6,3,7,20,0,15,10,19.24,5,"1",189,30.54,"1","1"
"0",27007.19,2193.6,3,7,20,0,15,9,16.24,5,"1",189,32.17,"1","2"
"0",27007.19,2193.6,3,7,20,0,14,10,16.24,5,"1",189,23.02,"1","2"
"1",70793.38,6103.45,5,3,8,1,22,18,11.68,3,"1",138.21,30.97,"0","1"
"1",70793.38,6103.45,5,3,8,1,22,16,9.68,3,"1",138.21,32.22,"0","1"
"1",70793.38,6103.45,5,3,8,1,23,18,9.68,3,"1",138.21,38.36,"0","1"
"1",70793.38,6103.45,5,3,8,1,22,19,9.68,3,"1",138.21,35.88,"0","1"
"1",70793.38,6103.45,5,3,8,1,22,21,9.68,3,"1",138.21,28.26,"0","1"
"1",70793.38,6103.45,5,3,8,1,22,17,9.68,7,"1",138.21,38.54,"0","1"
"1",70793.38,6103.45,5,3,8,1,22,18,9.68,7,"1",138.21,26.71,"0","1"
"1",103943,8812.92,5,6,11,2,9,12,8.21,5,"1",1363.4,27.96,"1","1"
"1",103943,8812.92,5,6,11,2,6,15,8.21,5,"1",1363.4,40.1,"1","1"
"1",103943,8812.92,5,6,11,2,9,13,8.21,5,"1",1363.4,38.44,"1","1"
"1",103943,8812.92,5,6,11,2,9,18,8.21,5,"1",1363.4,28.45,"1","2"
"0",7441.3,873.11,5,8,33,6,17,16,11.12,10,"1",2569.3,36.05,"1","0"
"0",7441.3,873.11,5,8,33,6,17,16,10.12,10,"1",2569.3,23.21,"1","0"
"0",7441.3,873.11,5,8,33,6,17,14,11.12,10,"1",2569.3,35.34,"1","1"
"0",7441.3,873.11,5,8,33,6,17,16,11.12,10,"1",2569.3,27.07,"1","0"
"0",7441.3,822.55,5,8,33,6,18,19,12.12,10,"1",2569.3,29.13,"1","0"
"0",7441.3,822.55,5,8,33,6,17,16,11.12,13,"1",2569.3,40.54,"1","0"
"0",7441.3,822.55,5,8,33,6,15,13,17.12,13,"1",2569.3,40.21,"1","0"
"2",35812.37,2794.36,5,4,6,2,18,19,13.99,5,"1",310.91,27.28,"1","1"
"2",35812.37,2794.36,5,4,6,2,18,16,13.99,5,"1",310.91,38.44,"1","1"
"2",35812.37,2794.36,5,4,6,2,18,18,13.99,5,"1",310.91,39.6,"1","1"
"2",35812.37,2794.36,5,4,6,2,15,16,13.99,5,"1",310.91,30.29,"1","1"
"2",35812.37,2794.36,5,4,6,2,18,16,13.99,5,"1",310.91,32.18,"1","1"
"2",35812.37,2794.36,5,4,6,2,18,16,13.99,5,"1",310.91,32.95,"1","1"
"2",35812.37,2794.36,5,4,6,2,18,19,13.99,5,"1",310.91,39.44,"1","0"
"2",35812.37,2794.36,5,4,6,2,16,17,13.99,10,"1",310.91,27.05,"1","0"
"2",33896.53,2667.71,7,3,18,2,25,10,10.95,2,"1",807.65,32.01,"1","1"
"2",33896.53,2667.71,7,3,18,2,25,10,10.95,2,"1",807.65,29.85,"1","1"
"2",33896.53,2667.71,7,3,18,2,28,11,10.95,2,"1",807.65,24.74,"1","1"
"2",33896.53,2667.71,7,3,18,2,27,10,13.95,5,"1",807.65,37.93,"1","1"
"2",33896.53,2667.71,7,3,18,2,26,10,10.95,2,"1",807.65,26.8,"1","1"
"0",21421.73,1689.14,5,3,17,4,22,10,9.11,0,"1",1378.89,22.07,"0","1"
"0",21421.73,1689.14,5,3,17,4,12,10,9.11,4,"1",1378.89,26.6,"0","1"
"0",21421.73,1689.14,5,3,17,4,17,8,9.11,4,"1",1378.89,36.85,"0","1"
"0",21421.73,1689.14,5,3,17,4,17,7,9.11,4,"1",1378.89,25.82,"0","0"
"0",21421.73,1689.14,5,3,17,4,17,13,9.11,4,"1",1378.89,34.3,"0","0"
"0",21421.73,1689.14,5,3,17,4,17,10,9.11,4,"1",1378.89,35.4,"0","1"
"0",21421.73,1689.14,5,3,17,4,18,13,9.11,4,"1",1378.89,32.2,"0","1"
"0",12723.33,1183.28,4,7,13,3,14,7,8.81,0,"1",387.78,27.43,"0","1"
"0",12723.33,1183.28,4,7,13,3,12,8,8.81,0,"1",387.78,28.26,"0","1"
"0",12723.33,1183.28,4,7,13,3,12,5,8.81,0,"1",387.78,30.33,"0","1"
"0",12723.33,1183.28,4,7,13,3,12,10,8.81,0,"1",387.78,29.18,"0","1"
"0",12723.33,1183.28,4,7,13,3,12,8,10.81,0,"1",387.78,25.73,"0","1"
"0",12723.33,1183.28,4,7,13,3,14,5,1.81,0,"1",387.78,29.17,"0","1"
"0",12723.33,1183.28,4,7,13,3,12,8,8.81,0,"1",387.78,23.85,"0","1"
"1",72195.24,6270.27,3,7,5,1,16,11,9.44,4,"1",1248.19,26.27,"1","1"
"1",72195.24,6270.27,3,7,5,1,14,8,9.44,7,"1",1248.19,36.94,"1","1"
"1",72195.24,6270.27,3,7,5,1,15,7,9.44,7,"1",1248.19,26.49,"1","1"
"1",72195.24,6270.27,3,7,5,1,17,10,9.44,7,"1",1248.19,26.65,"1","1"
"1",17830.42,1229.87,4,5,4,2,0,8,10.45,2,"2",1281.41,29.78,"0","1"
"1",17830.42,1229.87,4,5,4,2,0,8,10.45,2,"2",1281.41,37.81,"0","1"
"1",17830.42,1229.87,4,5,4,2,5,8,10.45,2,"2",1281.41,25.2,"0","1"
"1",17830.42,1229.87,4,5,4,2,2,8,10.45,2,"2",1281.41,36.77,"0","0"
"1",17830.42,1229.87,4,5,4,2,-1,8,10.45,2,"2",1281.41,35.77,"0","0"
"1",17830.42,1229.87,4,5,4,2,3,8,10.45,2,"2",1281.41,32.92,"0","0"
"1",17830.42,1229.87,4,5,4,2,2,8,10.45,2,"2",1281.41,38.14,"0","1"
"1",17830.42,1229.87,4,5,4,2,2,8,14.45,2,"2",1281.41,23.33,"0","1"
"2",22853.37,1708.45,6,3,12,1,34,18,6.68,2,"1",423.83,40.34,"1","1"
"2",22853.37,1708.45,6,3,12,1,29,18,6.68,2,"1",423.83,33.44,"1","1"
"2",22853.37,1708.45,6,3,12,1,29,18,6.68,2,"1",423.83,30.07,"1","1"
"2",22853.37,1708.45,6,3,12,1,29,15,6.68,2,"1",423.83,25.75,"1","1"
"2",22853.37,1708.45,6,3,12,1,32,18,6.68,2,"1",423.83,31.07,"1","1"
"2",22853.37,1708.45,6,3,12,1,29,20,6.68,2,"1",423.83,28.18,"1","1"
"2",36802.82,2426.56,4,3,7,1,12,15,6.06,2,"2",190.98,24.96,"0","2"
"0",18756.78,1400.06,10,6,22,7,35,25,4.71,10,"0",3536.4,27.77,"1","0"
"0",18756.78,1400.06,10,6,22,7,35,25,3.71,10,"0",3536.4,34.43,"1","0"
"0",18756.78,1400.06,10,6,22,7,35,25,3.71,10,"0",3536.4,24.19,"1","0"
"0",18756.78,1400.06,10,6,22,7,35,25,3.71,10,"0",3536.4,31.1,"1","0"
"0",18756.78,1400.06,10,6,22,7,32,23,3.71,10,"0",3536.4,23.96,"1","0"
"0",18756.78,1400.06,10,6,22,7,35,25,3.71,10,"0",3536.4,38.52,"1","0"
"0",18756.78,1400.06,10,6,22,7,35,25,3.71,10,"0",3536.4,23.03,"1","0"
"0",18756.78,1400.06,10,6,22,7,35,25,3.71,10,"0",3536.4,28.65,"1","0"
"1",20132.77,1690.73,9,8,18,2,15,18,17.34,11,"1",1708.53,27.19,"1","0"
"1",20132.77,1690.73,9,8,18,2,16,18,21.34,11,"1",1708.53,27.98,"1","1"
"1",20132.77,1690.73,9,8,18,2,13,18,17.34,11,"1",1708.53,41.1,"1","0"
"1",20132.77,1690.73,9,8,18,2,21,21,17.34,11,"1",1708.53,31.75,"1","0"
"1",20132.77,1690.73,9,8,18,2,16,21,11.34,11,"1",1708.53,24.28,"1","0"
"1",20132.77,1690.73,9,8,18,2,16,18,17.34,11,"1",1708.53,31.03,"1","0"
"1",20132.77,1690.73,9,8,18,2,16,18,17.34,11,"1",1708.53,40.88,"1","0"
"2",18965.35,1317.45,10,7,20,3,21,19,7.33,6,"0",1490.81,24.76,"1","0"
"2",18965.35,1317.45,10,7,20,3,21,18,7.33,6,"0",1490.81,23.82,"1","0"
"2",18965.35,1317.45,10,7,20,3,21,16,7.33,6,"0",1490.81,30.92,"1","1"
"2",18965.35,1317.45,10,7,20,3,18,18,7.33,6,"0",1490.81,33.18,"1","0"
"2",18965.35,1317.45,10,7,20,3,21,15,9.33,6,"0",1490.81,26.87,"1","1"
"2",18965.35,1317.45,10,7,20,3,21,18,7.33,6,"0",1490.81,26.41,"1","0"
"2",18965.35,1317.45,10,7,20,3,21,18,7.33,6,"0",1490.81,27.24,"1","0"
"1",62152.59,5188.38,8,4,12,2,11,20,2.75,4,"1",874.6,40.63,"1","1"
"1",62152.59,5188.38,8,4,12,2,11,20,4.75,8,"1",874.6,32.35,"1","1"
"1",62152.59,5188.38,8,4,12,2,11,20,2.75,8,"1",874.6,32.14,"1","1"
"1",62152.59,5188.38,8,4,12,2,11,20,7.75,8,"1",874.6,31.19,"1","0"
"1",62152.59,5188.38,8,4,12,2,11,20,2.75,8,"1",874.6,34.94,"1","1"
"1",8439.33,554.28,6,9,15,6,28,25,16.6,9,"0",1414.43,23.02,"1","0"
"1",8439.33,554.28,6,9,15,6,28,23,16.6,9,"0",1414.43,26.29,"1","0"
"1",8439.33,554.28,6,9,15,6,28,23,16.6,9,"0",1414.43,35.51,"1","0"
"1",8439.33,554.28,6,9,15,6,28,21,16.6,9,"0",1414.43,28.47,"1","0"
"1",8439.33,554.28,6,9,15,6,28,20,16.6,9,"0",1414.43,30.04,"1","0"
"1",8439.33,554.28,6,9,15,6,29,23,16.6,9,"0",1414.43,27.52,"1","0"
"2",30567.46,2323.29,8,3,5,2,7,14,5.54,3,"2",909.74,36.02,"0","1"
"2",30567.46,2323.29,8,3,5,2,2,14,2.54,3,"2",909.74,31,"0","2"
"2",30567.46,2323.29,8,3,5,2,7,14,5.54,3,"2",909.74,36.86,"0","2"
"2",30567.46,2323.29,8,3,5,2,7,14,5.54,3,"2",909.74,39.55,"0","2"
"2",30567.46,2323.29,8,3,5,2,12,14,5.54,8,"2",909.74,36.35,"0","1"
"2",30567.46,2323.29,8,3,5,2,7,14,-0.46,8,"2",909.74,26.12,"0","1"
"2",30567.46,2323.29,8,3,5,2,7,15,5.54,8,"2",909.74,29.06,"0","1"
"1",11189.07,1159.42,6,3,15,3,28,11,17.09,7,"1",761.18,34.24,"1","1"
"1",11189.07,1159.42,6,3,15,3,24,11,13.09,7,"1",761.18,33.98,"1","1"
"1",11189.07,1159.42,6,3,15,3,23,11,17.09,7,"1",761.18,28.63,"1","1"
"1",11189.07,1159.42,6,3,15,3,24,11,17.09,7,"1",761.18,22.16,"1","1"
"1",11189.07,1159.42,6,3,15,3,24,11,17.09,7,"1",761.18,37.02,"1","1"
"1",11189.07,1159.42,6,3,15,3,24,11,17.09,7,"1",761.18,34.15,"1","1"
"1",11189.07,1159.42,6,3,15,3,24,11,17.09,9,"1",761.18,23.7,"1","1"
"2",20316.57,1926.05,3,8,24,3,20,15,12.07,9,"1",2584.09,34.85,"1","0"
"2",20316.57,1926.05,3,8,24,3,20,15,12.07,9,"1",2584.09,31.88,"1","1"
"2",20316.57,1926.05,3,8,24,3,20,15,15.07,9,"1",2584.09,29.66,"1","0"
"2",20316.57,1926.05,3,8,24,3,20,15,5.07,9,"1",2584.09,36.28,"1","0"
"2",20316.57,1926.05,3,8,24,3,20,12,12.07,13,"1",2584.09,36.38,"1","0"
"2",18598.17,1575.85,8,7,16,2,21,13,7.21,8,"1",667.98,29.71,"1","1"
"2",18598.17,1575.85,8,7,16,2,17,14,6.21,8,"1",667.98,30.26,"1","1"
"2",18598.17,1575.85,8,7,16,2,17,18,12.21,8,"1",667.98,32.76,"1","1"
"2",18598.17,1575.85,8,7,16,2,17,16,12.21,8,"1",667.98,38.12,"1","1"
"2",18598.17,1575.85,8,7,16,2,19,15,12.21,8,"1",667.98,29.18,"1","1"
"2",18598.17,1575.85,8,7,16,2,17,15,18.21,8,"1",667.98,36.42,"1","1"
"2",77463.99,6388.33,7,6,15,2,30,15,-4.58,4,"1",451.63,32.16,"0","1"
"2",77463.99,6388.33,7,6,15,2,29,13,2.42,4,"1",451.63,28.88,"0","1"
"2",77463.99,6388.33,7,6,15,2,29,15,2.42,4,"1",451.63,41.65,"0","1"
"2",17933.84,1393.49,9,6,17,5,49,21,15.02,9,"1",1660.5,26.85,"1","0"
